Belknap  (001),\
Carroll  (003),\
Cheshire  (005),\
Coos  (007),\
Grafton  (009),\
Hillsborough  (011),\
Merrimack  (013),\
Rockingham  (015),\
Strafford  (017),\
Sullivan  (019),\
